Actual_Risk,Predicted_Risk_Probability,Risk_Score_Percent,Risk_Segment
0,0.250042800894934,25.0,Very High Risk
0,0.123975671171968,12.4,High Risk
0,0.19493991493369928,19.49,High Risk
0,0.3235668880918849,32.36,Very High Risk
0,0.03355135716973475,3.36,Low Risk
0,0.7838972799414914,78.39,Very High Risk
0,0.1276671459239013,12.77,High Risk
0,0.02841089580834959,2.84,Low Risk
0,0.35755821981185604,35.76,Very High Risk
0,0.03985052985538343,3.99,Moderate Risk
0,0.25021433958676387,25.02,Very High Risk
0,0.054600460447327394,5.46,Moderate Risk
1,0.06088540043134786,6.09,Moderate Risk
0,0.1627844676354579,16.28,High Risk
0,0.06689034461156829,6.69,Moderate Risk
0,0.01887527498980242,1.89,Low Risk
0,0.5574209254130311,55.74,Very High Risk
0,0.0761516443808287,7.62,Moderate Risk
0,0.035456925606351296,3.55,Moderate Risk
0,0.030520767210644856,3.05,Low Risk
0,0.11135194483160253,11.14,High Risk
0,0.40821681923116826,40.82,Very High Risk
0,0.4324363570548435,43.24,Very High Risk
0,0.23199031223436845,23.2,High Risk
0,0.11648360554832227,11.65,High Risk
0,0.5035919014389588,50.36,Very High Risk
0,0.3338728905286431,33.39,Very High Risk
0,0.2092149700439799,20.92,High Risk
0,0.0501883828825459,5.02,Moderate Risk
0,0.08225838270893066,8.23,Moderate Risk
0,0.02885944106011188,2.89,Low Risk
0,0.17126981444341247,17.13,High Risk
0,0.022084917833431077,2.21,Low Risk
0,0.13498863055118776,13.5,High Risk
0,0.0922069496736708,9.22,Moderate Risk
0,0.048585571806028696,4.86,Moderate Risk
0,0.3471793751753749,34.72,Very High Risk
0,0.1563473181319304,15.63,High Risk
0,0.14877822265145416,14.88,High Risk
0,0.19643719473670987,19.64,High Risk
0,0.0384156554486313,3.84,Moderate Risk
0,0.41586185508256396,41.59,Very High Risk
0,0.002605065112012541,0.26,Low Risk
0,0.19509310155141074,19.51,High Risk
0,0.2979992734881123,29.8,Very High Risk
0,0.41426618076816796,41.43,Very High Risk
0,0.6318511830442436,63.19,Very High Risk
0,0.33013802193918557,33.01,Very High Risk
0,0.10059017233358883,10.06,High Risk
0,0.04128069665053915,4.13,Moderate Risk
0,0.45424872966543367,45.42,Very High Risk
0,0.017680810889903243,1.77,Low Risk
0,0.04192056685824232,4.19,Moderate Risk
0,0.07093833044128313,7.09,Moderate Risk
0,0.19878873911850162,19.88,High Risk
0,0.04372454337292211,4.37,Moderate Risk
0,0.05649387834011925,5.65,Moderate Risk
0,0.06123748119396836,6.12,Moderate Risk
0,0.08045792077344244,8.05,Moderate Risk
0,0.17041936788924775,17.04,High Risk
0,0.6897520327245972,68.98,Very High Risk
0,0.4265535483965413,42.66,Very High Risk
0,0.0904063792438999,9.04,Moderate Risk
0,0.892316027150957,89.23,Very High Risk
0,0.027434683375718024,2.74,Low Risk
0,0.37449072625887647,37.45,Very High Risk
0,0.08554144403199401,8.55,Moderate Risk
0,0.26484041582060464,26.48,Very High Risk
0,0.2531205493330795,25.31,Very High Risk
0,0.48254429015077493,48.25,Very High Risk
0,0.38217057127738124,38.22,Very High Risk
0,0.021940034842816047,2.19,Low Risk
0,0.0643498163076188,6.43,Moderate Risk
0,0.14584896222163468,14.58,High Risk
0,0.18115648040227458,18.12,High Risk
0,0.3598541217727091,35.99,Very High Risk
0,0.018074766085396397,1.81,Low Risk
0,0.0011129459375046754,0.11,Low Risk
0,0.054441010918082296,5.44,Moderate Risk
0,0.01458495270998497,1.46,Low Risk
0,0.013406484479509128,1.34,Low Risk
0,0.3320659545951261,33.21,Very High Risk
0,0.08755347574862081,8.76,Moderate Risk
0,0.07402103470031399,7.4,Moderate Risk
0,0.019011936961293153,1.9,Low Risk
0,0.05858141904891998,5.86,Moderate Risk
0,0.0062708193871850075,0.63,Low Risk
0,0.04033841616191571,4.03,Moderate Risk
0,0.015920935587327406,1.59,Low Risk
0,0.3102409088497526,31.02,Very High Risk
0,0.04417499224748304,4.42,Moderate Risk
0,0.0016737409315515323,0.17,Low Risk
0,0.043869777579169156,4.39,Moderate Risk
0,0.02406270101419212,2.41,Low Risk
0,0.5619913221945391,56.2,Very High Risk
0,0.05090727649342696,5.09,Moderate Risk
0,0.026160710942386995,2.62,Low Risk
0,0.26547705742026884,26.55,Very High Risk
0,0.670851035068001,67.09,Very High Risk
0,0.11221298434803623,11.22,High Risk
0,0.4660595164407197,46.61,Very High Risk
0,0.051659113326510644,5.17,Moderate Risk
0,0.1341240834297795,13.41,High Risk
0,0.17995650014185982,18.0,High Risk
0,0.1160447367688485,11.6,High Risk
0,0.003909401446400605,0.39,Low Risk
0,0.05534777479312556,5.53,Moderate Risk
0,0.15845448911518645,15.85,High Risk
0,0.015550961814535155,1.56,Low Risk
0,0.1532373760507848,15.32,High Risk
0,0.12970104269326052,12.97,High Risk
0,0.3615836218846087,36.16,Very High Risk
0,0.3941999590505489,39.42,Very High Risk
0,0.1339469919339711,13.39,High Risk
0,0.015272501040208082,1.53,Low Risk
0,0.0519309210600287,5.19,Moderate Risk
0,0.2756437013732318,27.56,Very High Risk
0,0.15192544895075788,15.19,High Risk
0,0.07594700960400161,7.59,Moderate Risk
0,0.8530774200473088,85.31,Very High Risk
0,0.467585065956063,46.76,Very High Risk
0,0.009977288699125453,1.0,Low Risk
0,0.028084049639139682,2.81,Low Risk
0,0.016552392756867193,1.66,Low Risk
0,0.0190485219855707,1.9,Low Risk
1,0.5578659096616814,55.79,Very High Risk
0,0.3624191556208262,36.24,Very High Risk
0,0.23925217498684767,23.93,Very High Risk
0,0.2526853273772846,25.27,Very High Risk
0,0.7116374605993985,71.16,Very High Risk
0,0.26304707372958147,26.3,Very High Risk
1,0.008977251147190706,0.9,Low Risk
0,0.10237998887798867,10.24,High Risk
0,0.02772664915352431,2.77,Low Risk
0,0.0650228514780306,6.5,Moderate Risk
0,0.24891365212824645,24.89,Very High Risk
0,0.08804408562973885,8.8,Moderate Risk
0,0.1164775808548094,11.65,High Risk
0,0.012801065360130967,1.28,Low Risk
0,0.039094498426722274,3.91,Moderate Risk
0,0.3906401250839129,39.06,Very High Risk
0,0.04080088478734637,4.08,Moderate Risk
0,0.40243036291656437,40.24,Very High Risk
0,0.088577900902018,8.86,Moderate Risk
0,0.07408911260359988,7.41,Moderate Risk
0,0.357088162486673,35.71,Very High Risk
0,0.08336742337616504,8.34,Moderate Risk
0,0.01929024408107142,1.93,Low Risk
0,0.07854170388353456,7.85,Moderate Risk
0,0.08871468344009845,8.87,Moderate Risk
0,0.10185876608973357,10.19,High Risk
0,0.03402544706746476,3.4,Low Risk
0,0.042971855203723236,4.3,Moderate Risk
0,0.2678455411875598,26.78,Very High Risk
0,0.0011642806421559276,0.12,Low Risk
0,0.02911871471345445,2.91,Low Risk
0,0.0476569316642535,4.77,Moderate Risk
0,0.05885993532015007,5.89,Moderate Risk
0,0.14982427593517242,14.98,High Risk
0,0.17743159395772407,17.74,High Risk
0,0.003068606772006752,0.31,Low Risk
0,0.07963566358806833,7.96,Moderate Risk
0,0.019697419092572478,1.97,Low Risk
0,0.23175515512056086,23.18,High Risk
0,0.0322574891910345,3.23,Low Risk
0,0.7477104965187491,74.77,Very High Risk
0,0.09231305357867096,9.23,Moderate Risk
0,0.17341188505822286,17.34,High Risk
0,0.6061857880305588,60.62,Very High Risk
0,0.08464564821535198,8.46,Moderate Risk
0,0.15432273244908076,15.43,High Risk
0,0.01242357715103932,1.24,Low Risk
0,0.33484478337227513,33.48,Very High Risk
0,0.0066941199515564665,0.67,Low Risk
0,0.795003655126385,79.5,Very High Risk
0,0.05760671083865489,5.76,Moderate Risk
0,0.029321352457578772,2.93,Low Risk
0,0.016876469859769105,1.69,Low Risk
0,0.4705970586511351,47.06,Very High Risk
0,0.005978220814051286,0.6,Low Risk
0,0.0820750397579849,8.21,Moderate Risk
0,0.02868383109582371,2.87,Low Risk
0,0.16653687896729788,16.65,High Risk
0,0.06483151962355566,6.48,Moderate Risk
0,0.025815505682375575,2.58,Low Risk
0,0.0803701317591593,8.04,Moderate Risk
0,0.03289240197941601,3.29,Low Risk
0,0.09136400066121188,9.14,Moderate Risk
0,0.73773081505623,73.77,Very High Risk
0,0.4805345245096069,48.05,Very High Risk
0,0.5334585057440338,53.35,Very High Risk
0,0.4273905955777323,42.74,Very High Risk
0,0.06071365080393128,6.07,Moderate Risk
0,0.08307649306224346,8.31,Moderate Risk
0,0.3981965159451384,39.82,Very High Risk
0,0.008495869382808325,0.85,Low Risk
1,0.9249012898974448,92.49,Very High Risk
0,0.5088807151439306,50.89,Very High Risk
0,0.39443890029130174,39.44,Very High Risk
0,0.31967964563224177,31.97,Very High Risk
0,0.5683042524965254,56.83,Very High Risk
0,0.33775957539254214,33.78,Very High Risk
0,0.18924138955920491,18.92,High Risk
0,0.08662884658452549,8.66,Moderate Risk
0,0.6501076440225289,65.01,Very High Risk
0,0.2846744394590325,28.47,Very High Risk
0,0.12870372761173393,12.87,High Risk
0,0.6242354676142916,62.42,Very High Risk
0,0.31022289319683155,31.02,Very High Risk
0,0.4815375181302901,48.15,Very High Risk
1,0.005668924858796384,0.57,Low Risk
0,0.27485373448741307,27.49,Very High Risk
0,0.39914881459965224,39.91,Very High Risk
0,0.1846108811049913,18.46,High Risk
0,0.12503634681258116,12.5,High Risk
0,0.022837393950727876,2.28,Low Risk
0,0.696503913128128,69.65,Very High Risk
0,0.07721855243522849,7.72,Moderate Risk
0,0.011398452109005567,1.14,Low Risk
0,0.06040148609594368,6.04,Moderate Risk
0,0.008566666932443416,0.86,Low Risk
0,0.011566502801735292,1.16,Low Risk
0,0.5866086678231939,58.66,Very High Risk
0,0.28779895990810517,28.78,Very High Risk
0,0.1799581078165419,18.0,High Risk
0,0.12284594624662967,12.28,High Risk
0,0.061860774615167397,6.19,Moderate Risk
0,0.8488668203585935,84.89,Very High Risk
0,0.008982577275696553,0.9,Low Risk
0,0.29939232580033287,29.94,Very High Risk
0,0.04091204213155791,4.09,Moderate Risk
0,0.020511085910229727,2.05,Low Risk
0,0.0668545691564919,6.69,Moderate Risk
0,0.09330984373838391,9.33,Moderate Risk
0,0.7084662297265188,70.85,Very High Risk
0,0.26351539677926844,26.35,Very High Risk
0,0.05427955722138303,5.43,Moderate Risk
0,0.6781263568799945,67.81,Very High Risk
0,0.07621955127848865,7.62,Moderate Risk
0,0.03243673475481431,3.24,Low Risk
0,0.024004590482858388,2.4,Low Risk
0,0.09914438788221527,9.91,High Risk
0,0.0954167178907466,9.54,High Risk
0,0.15940188358868934,15.94,High Risk
0,0.17990517473199605,17.99,High Risk
0,0.0985465254825703,9.85,High Risk
0,0.03499411499140247,3.5,Moderate Risk
0,0.012459867441876254,1.25,Low Risk
0,0.35455773677401886,35.46,Very High Risk
0,0.018550711572702445,1.86,Low Risk
0,0.06413325507782475,6.41,Moderate Risk
0,0.12023004360952075,12.02,High Risk
0,0.15004952443326539,15.0,High Risk
0,0.08287909206358227,8.29,Moderate Risk
0,0.09458718308487243,9.46,High Risk
0,0.11288430958761425,11.29,High Risk
0,0.269080984561783,26.91,Very High Risk
0,0.15346405582725134,15.35,High Risk
0,0.03158864330692655,3.16,Low Risk
0,0.1259536369297413,12.6,High Risk
0,0.03239291047683333,3.24,Low Risk
0,0.0825082935669316,8.25,Moderate Risk
0,0.4446107905809335,44.46,Very High Risk
0,0.06535270141919694,6.54,Moderate Risk
0,0.07579267948235857,7.58,Moderate Risk
0,0.5383377634202435,53.83,Very High Risk
0,0.0008697778491189141,0.09,Low Risk
0,0.07816369118216843,7.82,Moderate Risk
0,0.0595393892577368,5.95,Moderate Risk
0,0.0016554745231763196,0.17,Low Risk
0,0.014482157146500689,1.45,Low Risk
0,0.008811581022903605,0.88,Low Risk
0,0.06998561887131233,7.0,Moderate Risk
0,0.03730507047811568,3.73,Moderate Risk
0,0.08508519788168817,8.51,Moderate Risk
0,0.045176762209248496,4.52,Moderate Risk
0,0.02775022851027416,2.78,Low Risk
0,0.12340365087747655,12.34,High Risk
0,0.0700341103491253,7.0,Moderate Risk
0,0.17933476746085644,17.93,High Risk
0,0.6128460308076479,61.28,Very High Risk
0,0.026525153126292958,2.65,Low Risk
0,0.06367805906581941,6.37,Moderate Risk
0,0.5416230364661389,54.16,Very High Risk
0,0.010013438745990528,1.0,Low Risk
1,0.21574847549083453,21.57,High Risk
0,0.12283684608889114,12.28,High Risk
0,0.08585807160214314,8.59,Moderate Risk
0,0.17632998652419032,17.63,High Risk
0,0.01241947544716004,1.24,Low Risk
0,0.9084787635671498,90.85,Very High Risk
0,0.28363249861217255,28.36,Very High Risk
0,0.024894530308497614,2.49,Low Risk
0,0.005070460038159923,0.51,Low Risk
0,0.02606226176219291,2.61,Low Risk
0,0.17194158637889959,17.19,High Risk
0,0.17328113989461377,17.33,High Risk
0,0.05683451051570586,5.68,Moderate Risk
0,0.3791881086458623,37.92,Very High Risk
0,0.4824456052272235,48.24,Very High Risk
0,0.8225985330579402,82.26,Very High Risk
0,0.7742147657413643,77.42,Very High Risk
0,0.03948772867547134,3.95,Moderate Risk
0,0.2916697487578185,29.17,Very High Risk
0,0.7554053196295327,75.54,Very High Risk
0,0.2155079970961592,21.55,High Risk
0,0.011614052209425138,1.16,Low Risk
0,0.12219790615304325,12.22,High Risk
0,0.04359830316361243,4.36,Moderate Risk
0,0.24857770271505425,24.86,Very High Risk
0,0.0369624293905474,3.7,Moderate Risk
0,0.17323184439610562,17.32,High Risk
0,0.021381805718154793,2.14,Low Risk
0,0.07617487985625321,7.62,Moderate Risk
0,0.11341265189960156,11.34,High Risk
0,0.017216860264903665,1.72,Low Risk
0,0.07314866786091183,7.31,Moderate Risk
0,0.061071501599676906,6.11,Moderate Risk
0,0.06302567052641937,6.3,Moderate Risk
0,0.05543100099066336,5.54,Moderate Risk
0,0.05790768225532733,5.79,Moderate Risk
0,0.009427498568842603,0.94,Low Risk
0,0.10194015480280068,10.19,High Risk
0,0.8762121841206993,87.62,Very High Risk
0,0.06239214936907642,6.24,Moderate Risk
0,0.1715267929565733,17.15,High Risk
0,0.02504577485168017,2.5,Low Risk
0,0.23113267029220957,23.11,High Risk
0,0.14546401955138502,14.55,High Risk
0,0.32102642110152163,32.1,Very High Risk
0,0.011489871350308769,1.15,Low Risk
0,0.007931892689606486,0.79,Low Risk
0,0.0712781519226993,7.13,Moderate Risk
0,0.1848545129226734,18.49,High Risk
0,0.4733289233220302,47.33,Very High Risk
0,0.5037031734676156,50.37,Very High Risk
0,0.11871670795160685,11.87,High Risk
0,0.029194543798502656,2.92,Low Risk
0,0.5262351297128405,52.62,Very High Risk
0,0.053507943135306824,5.35,Moderate Risk
0,0.2704220333721587,27.04,Very High Risk
0,0.01868917626481108,1.87,Low Risk
0,0.01612965231112508,1.61,Low Risk
0,0.043163759057409594,4.32,Moderate Risk
0,0.019903065686298925,1.99,Low Risk
0,0.5435515358058649,54.36,Very High Risk
0,0.045326645207354,4.53,Moderate Risk
0,0.13906416838043031,13.91,High Risk
0,0.4686945048637471,46.87,Very High Risk
0,0.836899084347954,83.69,Very High Risk
0,0.05764509613297245,5.76,Moderate Risk
0,0.7295684283444299,72.96,Very High Risk
0,0.04641923499848297,4.64,Moderate Risk
0,0.26932133563382776,26.93,Very High Risk
0,0.028284086435245392,2.83,Low Risk
0,0.17263875549336113,17.26,High Risk
0,0.18836091531117807,18.84,High Risk
0,0.5991821130584968,59.92,Very High Risk
0,0.0787228589411561,7.87,Moderate Risk
0,0.03412485417533101,3.41,Low Risk
0,0.37416987937119117,37.42,Very High Risk
0,0.022203328204296147,2.22,Low Risk
0,0.4290180883903451,42.9,Very High Risk
0,0.11767158828094343,11.77,High Risk
0,0.17301486289662757,17.3,High Risk
0,0.0573410611874399,5.73,Moderate Risk
0,0.04991845512683952,4.99,Moderate Risk
0,0.19045768314665404,19.05,High Risk
0,0.2845479149581759,28.45,Very High Risk
1,0.9459136280180831,94.59,Very High Risk
0,0.3675049540351534,36.75,Very High Risk
0,0.07178090408233895,7.18,Moderate Risk
0,0.615089055780218,61.51,Very High Risk
0,0.10917793089949694,10.92,High Risk
0,0.11651785200463495,11.65,High Risk
0,0.23555917331048565,23.56,High Risk
0,0.01441795019583295,1.44,Low Risk
0,0.2877029524428442,28.77,Very High Risk
0,0.04481688131951277,4.48,Moderate Risk
0,0.08898798948329818,8.9,Moderate Risk
0,0.0764008333890379,7.64,Moderate Risk
1,0.0011335764573326941,0.11,Low Risk
0,0.10825260402930637,10.83,High Risk
0,0.784746631488407,78.47,Very High Risk
0,0.009355116336296633,0.94,Low Risk
0,0.0030633496997837188,0.31,Low Risk
0,0.17014807727751569,17.01,High Risk
0,0.11512586062892509,11.51,High Risk
0,0.5061713808503672,50.62,Very High Risk
0,0.2820629866052069,28.21,Very High Risk
0,0.24217200219985716,24.22,Very High Risk
0,0.5558454856330409,55.58,Very High Risk
0,0.038481715534406095,3.85,Moderate Risk
0,0.2101771118207538,21.02,High Risk
0,0.8230122582021265,82.3,Very High Risk
0,0.24457126156880768,24.46,Very High Risk
0,0.06432605209444632,6.43,Moderate Risk
0,0.2194107371530126,21.94,High Risk
0,0.09691077887426867,9.69,High Risk
0,0.6212562594735593,62.13,Very High Risk
0,0.03950403644577233,3.95,Moderate Risk
0,0.12304125428876268,12.3,High Risk
0,0.014427039357486635,1.44,Low Risk
0,0.15565125767236604,15.57,High Risk
0,0.030686141286900854,3.07,Low Risk
0,0.04893050598018009,4.89,Moderate Risk
0,0.005040031633720573,0.5,Low Risk
0,0.7321914423929867,73.22,Very High Risk
0,0.02429709179244423,2.43,Low Risk
0,0.18967347879829682,18.97,High Risk
0,0.10463911539873547,10.46,High Risk
0,0.16543437089408564,16.54,High Risk
0,0.06124989922688398,6.12,Moderate Risk
0,0.17004693814368868,17.0,High Risk
0,0.14914073250078075,14.91,High Risk
0,0.13610614207394583,13.61,High Risk
0,0.02007568777480697,2.01,Low Risk
0,0.08142332169402228,8.14,Moderate Risk
0,0.41189699507716115,41.19,Very High Risk
0,0.5359750394432211,53.6,Very High Risk
0,0.5229190855051756,52.29,Very High Risk
0,0.7012498548720281,70.12,Very High Risk
0,0.010567874678999337,1.06,Low Risk
0,0.07389216572449793,7.39,Moderate Risk
0,0.21320106693005697,21.32,High Risk
0,0.010400422413040391,1.04,Low Risk
0,0.027208918368280724,2.72,Low Risk
0,0.00889033614815792,0.89,Low Risk
0,0.14038428286117027,14.04,High Risk
0,0.22631979492805424,22.63,High Risk
0,0.09617179731727685,9.62,High Risk
0,0.13032451581986793,13.03,High Risk
0,0.08664373439609843,8.66,Moderate Risk
0,0.010693423149858109,1.07,Low Risk
0,0.026209119950007645,2.62,Low Risk
0,0.01946397380694761,1.95,Low Risk
0,0.0022960725113516205,0.23,Low Risk
0,0.6680539947628238,66.81,Very High Risk
0,0.035194179987717955,3.52,Moderate Risk
0,0.09406867522865163,9.41,Moderate Risk
0,0.07012550952671821,7.01,Moderate Risk
0,0.36509288098333487,36.51,Very High Risk
0,0.06091725130472794,6.09,Moderate Risk
0,0.015068640798919276,1.51,Low Risk
0,0.29421136196675934,29.42,Very High Risk
0,0.025352180679418627,2.54,Low Risk
0,0.0006657973978561772,0.07,Low Risk
0,0.4370512054278638,43.71,Very High Risk
1,0.05287099028220801,5.29,Moderate Risk
0,0.0419577470455125,4.2,Moderate Risk
0,0.03628061603007633,3.63,Moderate Risk
0,0.282182196436662,28.22,Very High Risk
0,0.0368673328726927,3.69,Moderate Risk
0,0.11866736948679386,11.87,High Risk
0,0.7067289689268348,70.67,Very High Risk
0,0.777107023171305,77.71,Very High Risk
0,0.054325565503259975,5.43,Moderate Risk
0,0.25524639190501097,25.52,Very High Risk
0,0.15762349740294526,15.76,High Risk
0,0.005435758279597267,0.54,Low Risk
0,0.06896930259447032,6.9,Moderate Risk
0,0.16100284238369106,16.1,High Risk
0,0.08268920141968202,8.27,Moderate Risk
0,0.05102610874135837,5.1,Moderate Risk
0,0.07035480759455837,7.04,Moderate Risk
0,0.0706556605201115,7.07,Moderate Risk
0,0.09529401858873861,9.53,High Risk
0,0.3073735969654693,30.74,Very High Risk
0,0.40200591047116707,40.2,Very High Risk
0,0.16060991794397655,16.06,High Risk
0,0.22015501512646748,22.02,High Risk
0,0.033410697542044704,3.34,Low Risk
0,0.05594531160113407,5.59,Moderate Risk
0,0.04021686616647053,4.02,Moderate Risk
0,0.16733239500319233,16.73,High Risk
0,0.237168036200264,23.72,High Risk
0,0.06192388205084105,6.19,Moderate Risk
0,0.12978375583758747,12.98,High Risk
0,0.3522756186991531,35.23,Very High Risk
0,0.02012370012363026,2.01,Low Risk
0,0.7239400557870251,72.39,Very High Risk
0,0.5200391975127928,52.0,Very High Risk
0,0.4835274160131968,48.35,Very High Risk
0,0.21601651107297304,21.6,High Risk
0,0.006726803576963641,0.67,Low Risk
0,0.2740540808862852,27.41,Very High Risk
0,0.10611941467781037,10.61,High Risk
0,0.12053208907033286,12.05,High Risk
0,0.1040301127992232,10.4,High Risk
0,0.004287848891531544,0.43,Low Risk
0,0.971037609152149,97.1,Very High Risk
0,0.3835326781870782,38.35,Very High Risk
0,0.012583148625141469,1.26,Low Risk
0,0.06290921442606395,6.29,Moderate Risk
0,0.2886119131134855,28.86,Very High Risk
0,0.051713062841326235,5.17,Moderate Risk
0,0.10495328750083822,10.5,High Risk
0,0.25663147489501875,25.66,Very High Risk
0,0.09266408452990506,9.27,Moderate Risk
0,0.7142420788328022,71.42,Very High Risk
0,0.0761592012421057,7.62,Moderate Risk
0,0.14002856862184096,14.0,High Risk
0,0.03467396796822758,3.47,Low Risk
0,0.000952599607817379,0.1,Low Risk
0,0.3855552902258237,38.56,Very High Risk
0,0.7496274699505173,74.96,Very High Risk
0,0.0009157760917981522,0.09,Low Risk
0,0.044733695131397806,4.47,Moderate Risk
0,0.1261598323557553,12.62,High Risk
0,0.35173293937334266,35.17,Very High Risk
0,0.03214464103393463,3.21,Low Risk
0,0.3155698773879572,31.56,Very High Risk
0,0.29959577561944095,29.96,Very High Risk
0,0.010174297541978261,1.02,Low Risk
0,0.04567507912736915,4.57,Moderate Risk
0,0.09426353789153474,9.43,High Risk
0,0.6297167257474691,62.97,Very High Risk
0,0.06194771425374204,6.19,Moderate Risk
0,0.17627752853130432,17.63,High Risk
0,0.6080330406784469,60.8,Very High Risk
0,0.006135716105471387,0.61,Low Risk
0,0.17046595921212068,17.05,High Risk
0,0.15892241633473708,15.89,High Risk
0,0.051617051488871475,5.16,Moderate Risk
0,0.07623767268009818,7.62,Moderate Risk
0,0.11641656187950564,11.64,High Risk
0,0.026037322172770386,2.6,Low Risk
0,0.07076355477678203,7.08,Moderate Risk
0,0.21751436884201955,21.75,High Risk
0,0.14537036728788305,14.54,High Risk
0,0.156859087828547,15.69,High Risk
0,0.029534409532940495,2.95,Low Risk
0,0.20340050701513213,20.34,High Risk
0,0.6302948541891354,63.03,Very High Risk
0,0.046187034795978556,4.62,Moderate Risk
0,0.24515037537945786,24.52,Very High Risk
0,0.002773523007576715,0.28,Low Risk
1,0.07044481224012983,7.04,Moderate Risk
0,0.3622561678150247,36.23,Very High Risk
0,0.01716198297695676,1.72,Low Risk
0,0.6732789955285104,67.33,Very High Risk
0,0.014035952947379709,1.4,Low Risk
0,0.7462542989385819,74.63,Very High Risk
0,0.3159515942950134,31.6,Very High Risk
0,0.12708942243823393,12.71,High Risk
0,0.31913906536832354,31.91,Very High Risk
0,0.5842086947597482,58.42,Very High Risk
0,0.17170403368294795,17.17,High Risk
0,0.14310979890182804,14.31,High Risk
0,0.028251324262361387,2.83,Low Risk
0,0.009578489152892644,0.96,Low Risk
0,0.6778650352635301,67.79,Very High Risk
0,0.0801785853996027,8.02,Moderate Risk
0,0.014095749257713806,1.41,Low Risk
0,0.013925463306324054,1.39,Low Risk
0,0.3872592727708551,38.73,Very High Risk
0,0.11480525841541017,11.48,High Risk
0,0.3618640220954284,36.19,Very High Risk
0,0.05612158139087521,5.61,Moderate Risk
0,0.12625810147327515,12.63,High Risk
